split,candidate,method,day_id,run_id,status,model_pass,cost_complete,comfort_outcome,trained_label,net_cost_USD,day_ahead_USD,device_USD,real_time_USD,delivery_penalty_USD,peak_excess_K,called_energy_MWh,mismatch_MWh,capacity_budget_MWh,call_relative_mismatch
validation,DRJCC-r02,DRJCC,validation_000001,r6-support-day-8931bf69-a979-418c-88a0-f07578acc354,solver_optimal,true,true,pass,0,-87.69548482616175,-191.55739308918842,105.18054388722383,-1.3186356241972255,7.806255641895632e-14,0.0,0.8286047369697568,7.806255641895632e-17,0.3840000000000001,9.420964295284438e-17
validation,DRJCC-r02,DRJCC,validation_000002,r6-support-day-be0917c2-85a6-407b-b1c7-4a28135c87d0,solver_optimal,true,true,pass,0,-91.49165836420975,-191.55739308918842,110.95249297334375,-10.886758248365133,4.423544863740858e-14,0.0,0.8423405668452664,4.423544863740858e-17,0.3840000000000001,5.2514921373286304e-17
validation,DRJCC-r02,DRJCC,validation_000003,r6-support-day-013a13e9-a40d-4726-928a-a174cb44f928,solver_optimal,true,true,pass,0,-104.04447080947955,-191.55739308918842,116.73108380798467,-29.21816152827585,5.963111948670274e-14,0.0,0.6384207022432138,5.963111948670274e-17,0.3840000000000001,9.34041131140913e-17
validation,DRJCC-r02,DRJCC,validation_000004,r6-support-day-46b978f2-2ee3-4971-8135-7ba84d1830c2,solver_optimal,true,true,pass,0,-90.80931964750138,-191.55739308918842,146.53045228506764,-45.78237884338062,2.6237692574149207e-14,0.0,0.8555030464676843,2.6237692574149207e-17,0.3840000000000001,3.066931518535546e-17
validation,DRJCC-r02,DRJCC,validation_000005,r6-support-day-31d6df0a-5e78-4ec1-ac32-d736a5dfb903,solver_optimal,true,true,pass,0,-96.52636380679775,-191.55739308918842,71.63803352564828,23.3929957567423,8.119319019200821e-14,0.0,0.7114877176098672,8.119319019200821e-17,0.3840000000000001,1.1411748675685388e-16
validation,DRJCC-r02,DRJCC,validation_000006,r6-support-day-c154eac2-f8f9-437f-b39a-32e6c408c7f6,solver_optimal,true,true,pass,0,-83.34259782125402,-191.55739308918842,113.5111987368779,-5.296403468943599,9.540979117872439e-14,0.0,0.7668531135025434,9.540979117872439e-17,0.3840000000000001,1.2441729647930542e-16
validation,DRJCC-r02,DRJCC,validation_000007,r6-support-day-33364d10-99f4-42f0-851c-e10ed67de9ee,solver_optimal,true,true,pass,0,-95.71465539638777,-191.55739308918842,101.06684163989418,-5.224103947093589,6.071532165918825e-14,0.0,0.8908888643484003,6.071532165918825e-17,0.3840000000000001,6.81513981023836e-17
validation,DRJCC-r02,DRJCC,validation_000008,r6-support-day-0fad4d71-098d-42f5-8d69-023ec440a74d,solver_optimal,true,true,pass,0,-112.03044831357718,-191.55739308918842,124.59165778970042,-45.06471301408923,5.355958732078392e-14,0.0,0.6453701382863114,5.355958732078392e-17,0.3840000000000001,8.299049513354272e-17
validation,DRJCC-r02,DRJCC,validation_000009,r6-support-day-b0e6d3c0-578c-4e9c-b331-7e7488c0e687,solver_optimal,true,true,pass,0,-85.88179904940434,-191.55739308918842,161.62930476170587,-55.95371072192181,2.5153490401663703e-14,0.0,0.8431961367921048,2.5153490401663703e-17,0.3840000000000001,2.9831126239926607e-17
validation,DRJCC-r02,DRJCC,validation_000010,r6-support-day-c0f5a143-0405-4ec0-a09c-96900e211dff,solver_optimal,true,true,pass,0,-94.64925379348632,-191.55739308918842,175.19248569149963,-78.28434639579758,5.334274688628682e-14,0.0,1.1414538323541739,5.334274688628682e-17,0.3840000000000001,4.673228594473321e-17
validation,DRJCC-r02,DRJCC,validation_000011,r6-support-day-4ebdf01f-5889-4c2f-bdb9-687e5b531766,solver_optimal,true,true,pass,0,-83.14368463110918,-191.55739308918842,106.33132746852155,2.0823809895575938,9.71445146547012e-14,0.0,1.0444373252635561,9.71445146547012e-17,0.3840000000000001,9.301133950779429e-17
validation,DRJCC-r02,DRJCC,validation_000012,r6-support-day-119ad1bf-d7b2-40c9-842b-97a6828c7cc4,solver_optimal,true,true,pass,0,-67.10703655269477,-191.55739308918842,74.86137167375324,49.588984862740276,1.3617579286417936e-13,0.0,0.9126572406052694,1.3617579286417936e-16,0.3840000000000001,1.4920803430416911e-16
validation,DRJCC-r02,DRJCC,validation_000013,r6-support-day-7d823914-640f-4246-a5c8-1e1d2d6ac7a8,solver_optimal,true,true,pass,0,-93.30277977232181,-191.55739308918842,137.75710718109372,-39.50249386422716,5.0306980803327406e-14,0.0,0.8592389612972824,5.0306980803327406e-17,0.3840000000000001,5.854830037894665e-17
validation,DRJCC-r02,DRJCC,validation_000014,r6-support-day-eabf1b24-482a-435a-b95d-d5f933de0d08,solver_optimal,true,true,pass,0,-61.357399388605955,-191.55739308918842,141.2911488850956,-11.091155184513202,6.852157730108388e-14,0.0,1.1385447731508014,6.852157730108388e-17,0.3840000000000001,6.018347184666064e-17
validation,DRJCC-r02,DRJCC,validation_000015,r6-support-day-a5da0646-3852-4a27-9175-6d9c31ba22c7,solver_optimal,true,true,pass,0,-105.41912396320149,-191.55739308918842,74.92134694557134,11.21692218041551,8.771195575407731e-14,0.0,0.65732759872999,8.771195575407731e-17,0.3840000000000001,1.334372022771353e-16
validation,DRJCC-r02,DRJCC,validation_000016,r6-support-day-d5712ce8-554d-4c3a-b92c-32ff72a8c775,solver_optimal,true,true,pass,0,-84.6117612339786,-191.55739308918842,183.6621268441208,-76.71649498891101,3.599551212651875e-14,0.0,0.9202010437130992,3.599551212651875e-17,0.3840000000000001,3.911700858463865e-17
validation,DRJCC-r02,DRJCC,validation_000017,r6-support-day-0c2ee1d3-4a17-4ae0-8c84-f0b789e41e06,solver_optimal,true,true,pass,0,-90.35320079218774,-191.55739308918842,211.37422991159298,-110.1700376145923,1.8214596497756474e-14,0.0,1.2115126184460083,1.8214596497756474e-17,0.3840000000000001,1.5034590825079562e-17
validation,DRJCC-r02,DRJCC,validation_000018,r6-support-day-c14868e3-c596-466b-9e04-e39911123d99,solver_optimal,true,true,pass,0,-90.87536943022492,-191.55739308918842,101.87509870327598,-1.1930750443125202,3.968179951296946e-14,0.0,0.9557883489701626,3.968179951296946e-17,0.3840000000000001,4.1517350107610726e-17
validation,DRJCC-r02,DRJCC,validation_000019,r6-support-day-e8712adb-8dd2-4052-b3ca-9f923537c24d,solver_optimal,true,true,pass,0,-90.9704407340211,-191.55739308918842,58.597495912556155,41.989456442611036,1.2836953722228372e-13,0.0,1.0498848202849869,1.2836953722228372e-16,0.3840000000000001,1.222701145326002e-16
validation,DRJCC-r02,DRJCC,validation_000020,r6-support-day-84100bd1-3b19-4a7c-8763-8083f70be1e3,solver_optimal,true,true,pass,0,-89.79285082278328,-191.55739308918842,215.41407296026244,-113.64953069385732,1.9081958235744878e-14,0.0,1.2311272969682618,1.9081958235744878e-17,0.3840000000000001,1.5499581792017408e-17
validation,DRJCC-r02,DRJCC,validation_000021,r6-support-day-4c965719-3b5f-4089-a440-d9649d04eb89,solver_optimal,true,true,pass,0,-71.52936528384099,-191.55739308918842,162.65112395780173,-42.62309615245436,6.938893903907228e-14,0.0,1.3176954331261244,6.938893903907228e-17,0.3840000000000001,5.2659315115369806e-17
validation,DRJCC-r02,DRJCC,validation_000022,r6-support-day-99a522f5-1135-470a-b720-02f1fc44cb23,solver_optimal,true,true,pass,0,-62.224387887827035,-191.55739308918842,44.10119485708048,85.23181034428077,1.286405877654051e-13,0.0,1.0634953406621102,1.286405877654051e-16,0.3840000000000001,1.209601799339489e-16
validation,DRJCC-r02,DRJCC,validation_000023,r6-support-day-e06b39d8-ca43-4ede-a264-ef55e829d5d5,solver_optimal,true,true,pass,0,-58.10573535604401,-191.55739308918842,64.53695138629978,68.91470634684447,1.717376241217039e-13,0.0,1.1480437217592374,1.717376241217039e-16,0.3840000000000001,1.49591536338474e-16
validation,DRJCC-r02,DRJCC,validation_000024,r6-support-day-bf5438c2-262a-45d0-9eb7-db47dbbd1bb1,solver_optimal,true,true,pass,0,-60.5256627940887,-191.55739308918842,68.4795961356011,62.55213415949849,1.244664094013359e-13,0.0,1.093491560723913,1.244664094013359e-16,0.3840000000000001,1.1382475537253956e-16
validation,DRJCC-r02,DRJCC,validation_000025,r6-support-day-6a3a1382-9ac0-4516-bdd4-14e15af1a0ba,solver_optimal,true,true,pass,0,-78.3802122790426,-191.55739308918842,37.20042895382425,75.97675185632143,1.3530843112619095e-13,0.0,1.031246344947516,1.3530843112619095e-16,0.3840000000000001,1.312086406794269e-16
validation,DRJCC-r02,DRJCC,validation_000026,r6-support-day-95e0f45c-c337-4b8c-81ec-9f36f9e053de,solver_optimal,true,true,pass,0,-86.41585367165126,-191.55739308918842,90.3558649877498,14.785674429787251,1.1362438767648086e-13,0.0,1.0271011953656612,1.1362438767648086e-16,0.3840000000000001,1.106262831638796e-16
validation,DRJCC-r02,DRJCC,validation_000027,r6-support-day-f722093a-24e3-4570-94cd-268008ba965b,solver_optimal,true,true,pass,0,-86.79760732409237,-191.55739308918842,188.95473585449105,-84.19495008939504,4.185020385794047e-14,0.0,1.1807495926262834,4.185020385794047e-17,0.3840000000000001,3.544375887935317e-17
validation,DRJCC-r02,DRJCC,validation_000028,r6-support-day-2acb0e35-17f3-43fe-9956-04bae5d7b622,solver_optimal,true,true,pass,0,-83.1651757368021,-191.55739308918842,112.15867840293377,-3.766461050547523,7.719519468096792e-14,0.0,0.9713350767668816,7.719519468096792e-17,0.3840000000000001,7.947329045082411e-17
validation,DRJCC-r02,DRJCC,validation_000029,r6-support-day-f592325b-1412-402c-8afb-7db6767a3db8,solver_optimal,true,true,pass,0,-79.96750177043016,-191.55739308918842,36.13918294519589,75.45070837356226,1.0397498834135988e-13,0.0,0.850192278613157,1.0397498834135988e-16,0.3840000000000001,1.222958511349515e-16
validation,DRJCC-r02,DRJCC,validation_000030,r6-support-day-d6ea28d5-5519-4480-9c1b-e70e5aacd0fe,solver_optimal,true,true,pass,0,-96.73957350634338,-191.55739308918842,72.05745710568043,22.760362477164517,9.454242944073599e-14,0.0,0.7079520711740681,9.454242944073599e-17,0.3840000000000001,1.3354354523456195e-16
validation,DRJCC-r02,DRJCC,validation_000031,r6-support-day-fdfd181e-f522-406c-88f0-5788456286ee,solver_optimal,true,true,pass,0,-61.69444508983277,-191.55739308918842,53.519901332229075,76.34304666712647,1.1275702593849246e-13,0.0,1.0529902150467276,1.1275702593849246e-16,0.3840000000000001,1.0708269110885208e-16
validation,DRJCC-r02,DRJCC,validation_000032,r6-support-day-62cf566e-7199-4f0e-a9db-d12aa9bbaac0,solver_optimal,true,true,pass,0,-101.82183814481472,-191.55739308918842,121.96998215196065,-32.23442720758698,4.423544863740858e-14,0.0,0.8831108253256215,4.423544863740858e-17,0.3840000000000001,5.0090483967397915e-17
validation,DRJCC-r02,DRJCC,validation_000033,r6-support-day-6f1d2618-9600-4a3c-8a37-4f34a5f1ed61,solver_optimal,true,true,pass,0,-68.51977693577206,-191.55739308918842,77.2412734398255,45.79634271359076,9.80118763926896e-14,0.0,0.9408090772250486,9.80118763926896e-17,0.3840000000000001,1.0417828522847513e-16
validation,DRJCC-r02,DRJCC,validation_000034,r6-support-day-a71311bd-5900-4a8b-8e00-ac76f041f7db,solver_optimal,true,true,pass,0,-82.71039879125657,-191.55739308918842,84.54434987435808,16.72908346638906,7.57356095718473,0.0,0.7768594905776731,0.00757356095718473,0.3840000000000001,0.009748945657538439
validation,DRJCC-r02,DRJCC,validation_000035,r6-support-day-39686af3-e8dc-4a7d-a77d-5753b6745096,solver_optimal,true,true,pass,0,-99.74339691641566,-191.55739308918842,116.05955256900579,-24.245556396233077,5.702903427273753e-14,0.0,0.7131371181037425,5.702903427273753e-17,0.3840000000000001,7.996924129314683e-17
validation,DRJCC-r02,DRJCC,validation_000036,r6-support-day-4b4ca777-afd9-4b7e-9b14-c4e624d12c4a,solver_optimal,true,true,pass,0,-75.72925383624407,-191.55739308918842,155.14200284986575,-39.31386359692146,6.938893903907228e-14,0.0,1.0868399358799248,6.938893903907228e-17,0.3840000000000001,6.384467183099393e-17
validation,DRJCC-r02,DRJCC,validation_000037,r6-support-day-260fca58-9099-4034-b911-ce5ff5078cf6,solver_optimal,true,true,pass,0,-95.32008484088168,-191.55739308918842,172.83367021599764,-76.59636196769092,3.0466081046842675e-14,0.0,0.9949514535655,3.0466081046842675e-17,0.3840000000000001,3.0620670925867465e-17
validation,DRJCC-r02,DRJCC,validation_000038,r6-support-day-cfdcafc2-fd19-4d1f-b40b-08091bf45264,solver_optimal,true,true,pass,0,-78.97571537302669,-191.55739308918842,87.72266780266816,24.859009913493498,8.847089727481716e-14,0.0,0.9621705203274468,8.847089727481716e-17,0.3840000000000001,9.194929111391676e-17
validation,DRJCC-r02,DRJCC,validation_000039,r6-support-day-da7b7bf9-6643-4c19-96da-c11d7fe33fb6,solver_optimal,true,true,pass,0,-69.31460742466967,-191.55739308918842,126.27304136983639,-4.03025570531771,6.418476861114186e-14,0.0,0.6917625178640878,6.418476861114186e-17,0.3840000000000001,9.278439775737082e-17
