split,candidate,method,day_id,run_id,status,model_pass,cost_complete,comfort_outcome,trained_label,net_cost_USD,day_ahead_USD,device_USD,real_time_USD,delivery_penalty_USD,peak_excess_K,called_energy_MWh,mismatch_MWh,capacity_budget_MWh,call_relative_mismatch
validation,D,D,validation_000001,r6-support-day-3dfb382b-e0f6-4523-8ca5-758031fd1984,solver_optimal,true,true,pass,0,-92.14970162254701,-183.01603504475176,92.18496904640189,-1.3186356241972201,6.418476861114186e-14,0.0,0.8286047369697568,6.418476861114186e-17,0.3840000000000001,7.746126198344982e-17
validation,D,D,validation_000002,r6-support-day-07bd1a5e-cf00-41d2-a67c-b146e4b7b9b2,solver_optimal,true,true,pass,0,-82.19558489248323,-183.01603504475176,111.7072084006336,-10.886758248365133,5.811323644522304e-14,0.0,0.8423405668452664,5.811323644522304e-17,0.3840000000000001,6.899019082372907e-17
validation,D,D,validation_000003,r6-support-day-213639c3-ff22-41cf-a259-f1c1b44a8d83,solver_optimal,true,true,pass,0,-107.4703276112142,-183.01603504475176,104.76386896181334,-29.21816152827585,5.2692225582795515e-14,0.0,0.6384207022432138,5.2692225582795515e-17,0.3840000000000001,8.253527086081522e-17
validation,D,D,validation_000004,r6-support-day-3e3e7866-0be5-46cf-a183-199c8c96cac9,solver_optimal,true,true,pass,0,-83.35488211784705,-183.01603504475176,145.4435317702853,-45.78237884338062,4.705437428587089e-14,0.0,0.8555030464676843,4.705437428587089e-17,0.3840000000000001,5.5001995001835826e-17
validation,D,D,validation_000005,r6-support-day-d2e2873b-b7b2-4560-88e8-b96e3ca6c7d5,solver_optimal,true,true,pass,0,-91.19311979787683,-183.01603504475176,68.42991949013256,23.392995756742298,6.731540238419376e-14,0.0,0.7114877176098672,6.731540238419376e-17,0.3840000000000001,9.461217772012907e-17
validation,D,D,validation_000006,r6-support-day-563f8ad4-4d29-4f12-ae70-5d79a191522a,solver_optimal,true,true,pass,0,-87.92442990519027,-183.01603504475176,100.38800860850498,-5.296403468943598,1.0928757898653885e-13,0.0,0.7668531135025434,1.0928757898653885e-16,0.3840000000000001,1.425143577853862e-16
validation,D,D,validation_000007,r6-support-day-8659e445-97fd-46b9-bd75-dea3e0d2258c,solver_optimal,true,true,pass,0,-82.14953728972222,-183.01603504475176,106.09060170212308,-5.22410394709359,6.071532165918825e-14,0.0,0.8908888643484003,6.071532165918825e-17,0.3840000000000001,6.81513981023836e-17
validation,D,D,validation_000008,r6-support-day-71bc0f7f-bd4a-4702-bdc0-729c137a2669,solver_optimal,true,true,pass,0,-110.8909639151128,-183.01603504475176,117.18978414372812,-45.06471301408923,6.743737512859838e-14,0.0,0.6453701382863114,6.743737512859838e-17,0.3840000000000001,1.0449410520863071e-16
validation,D,D,validation_000009,r6-support-day-f05f2fac-3c49-4d9b-97bb-7ad16b14f8dc,solver_optimal,true,true,pass,0,-86.50378807309852,-183.01603504475176,152.465957693575,-55.9537107219218,3.209238430557093e-14,0.0,0.8431961367921048,3.209238430557093e-17,0.3840000000000001,3.8060402444044294e-17
validation,D,D,validation_000010,r6-support-day-c360edd2-41e8-4446-ab26-3f319524bdf4,solver_optimal,true,true,pass,0,-96.90798645629344,-183.01603504475176,164.39239498425584,-78.28434639579758,5.334274688628682e-14,0.0,1.1414538323541739,5.334274688628682e-17,0.3840000000000001,4.673228594473321e-17
validation,D,D,validation_000011,r6-support-day-f40bcb98-601c-4fbf-b0a2-bdee40f4477a,solver_optimal,true,true,pass,0,-85.09207121851317,-183.01603504475176,95.84158283668089,2.082380989557598,1.1796119636642288e-13,0.0,1.0444373252635561,1.1796119636642288e-16,0.3840000000000001,1.1294234083089308e-16
validation,D,D,validation_000012,r6-support-day-fcdddc0c-ff18-4878-94b7-1d1f584588b6,solver_optimal,true,true,pass,0,-64.3691322888869,-183.01603504475176,69.05791789312444,49.58898486274027,1.3617579286417936e-13,0.0,0.9126572406052694,1.3617579286417936e-16,0.3840000000000001,1.4920803430416911e-16
validation,D,D,validation_000013,r6-support-day-e3a3582f-a6ca-4124-b894-e1fd1ba8bf6c,solver_optimal,true,true,pass,0,-84.63260902132976,-183.01603504475176,137.88591988764912,-39.50249386422717,5.724587470723463e-14,0.0,0.8592389612972824,5.724587470723463e-17,0.3840000000000001,6.662392801742205e-17
validation,D,D,validation_000014,r6-support-day-e5c6837d-d6bb-444c-85c3-ac8fcffa6b44,solver_optimal,true,true,pass,0,-52.68695454668063,-183.01603504475176,141.42023568258426,-11.091155184513203,6.852157730108388e-14,0.0,1.1385447731508014,6.852157730108388e-17,0.3840000000000001,6.018347184666064e-17
validation,D,D,validation_000015,r6-support-day-54ec3619-3077-4d97-96f6-b45dceca3859,solver_optimal,true,true,pass,0,-96.95847051148257,-183.01603504475176,74.8406423528536,11.216922180415514,7.383416794626285e-14,0.0,0.65732759872999,7.383416794626285e-17,0.3840000000000001,1.1232476483402862e-16
validation,D,D,validation_000016,r6-support-day-5cf5ee72-ba04-4f76-8059-35397df49946,solver_optimal,true,true,pass,0,-85.56417527066841,-183.01603504475176,174.1683547629943,-76.71649498891101,4.2934406030425976e-14,0.0,0.9202010437130992,4.2934406030425976e-17,0.3840000000000001,4.665763674553285e-17
validation,D,D,validation_000017,r6-support-day-53a39ede-dcf8-4eee-9e49-1ce881e99cae,solver_optimal,true,true,pass,0,-90.73429158497393,-183.01603504475176,202.4517810743701,-110.1700376145923,2.5153490401663703e-14,0.0,1.2115126184460083,2.5153490401663703e-17,0.3840000000000001,2.0762053996538444e-17
