id,t,pv_fraction,activation_signed
train_001001,1,0.0,0.5735221682312981
train_001001,2,0.0,-0.21735536837565614
train_001001,3,0.0,-0.35156938555321526
train_001001,4,0.0,-0.43266436846074036
train_001001,5,0.0,0.23723143848433695
train_001001,6,0.0,0.5727975588261538
train_001001,7,0.0516103959718297,-0.09991353055565869
train_001001,8,0.1542807622518782,-0.29777313935071575
train_001001,9,0.30779377697567395,-0.05867054072536214
train_001001,10,0.44228660203545433,0.10372185680450056
train_001001,11,0.5778434309843298,0.12193169401696938
train_001001,12,0.623420826593069,0.0406342138731796
train_001001,13,0.6620088656644202,0.2163195645958129
train_001001,14,0.6281617271405445,0.5301841624904007
train_001001,15,0.554700942062051,0.5254687646657255
train_001001,16,0.4118907179447699,-0.08876516919348987
train_001001,17,0.22690505711060166,-0.5974885280050237
train_001001,18,0.08445016363920721,-0.6207544951363445
train_001001,19,0.0,0.17176389496463076
train_001001,20,0.0,0.44784992516504274
train_001001,21,0.0,-0.03772525179995301
train_001001,22,0.0,-0.05558755855894905
train_001001,23,0.0,0.39934479271946155
train_001001,24,0.0,-0.1531355186063016
train_001002,1,0.0,-0.7819597061394874
train_001002,2,0.0,-0.09742143729875344
train_001002,3,0.0,-0.7037417534967911
train_001002,4,0.0,-0.7824199933488459
train_001002,5,0.0,-0.9105537068736919
train_001002,6,0.0,-0.7685515142020916
train_001002,7,0.060610393979390144,-0.867734403458619
train_001002,8,0.1769830985970867,-0.5106628221528253
train_001002,9,0.30900032748616096,0.008909424889093541
train_001002,10,0.4892695214225428,0.6664252976755893
train_001002,11,0.6278192666629245,0.6215546814643335
train_001002,12,0.7125680220476313,0.2866431522947014
train_001002,13,0.7467375339493231,0.2434686266344131
train_001002,14,0.7614586900402539,0.3912431905249638
train_001002,15,0.6187535711178536,0.44934273674332686
train_001002,16,0.4501108752912345,0.29175067086654743
train_001002,17,0.2548113176418948,-0.7878772710825986
train_001002,18,0.0846910445223639,-0.8533473085596477
train_001002,19,0.0,-0.5704778307143419
train_001002,20,0.0,-0.7719235022254487
train_001002,21,0.0,-0.8993314665566018
train_001002,22,0.0,-0.9451782800290369
train_001002,23,0.0,-0.894434945966655
train_001002,24,0.0,-0.5949195454997495
train_001003,1,0.0,0.6150552001588114
train_001003,2,0.0,-0.3276683499027377
train_001003,3,0.0,0.0718750510953868
train_001003,4,0.0,-0.5852149888989988
train_001003,5,0.0,-0.9209059974519369
train_001003,6,0.0,-0.8642110982902906
train_001003,7,0.050845237711903135,0.23290080014024642
train_001003,8,0.15403393701582005,-0.10464334788408133
train_001003,9,0.30926861970084896,-0.48875268984131515
train_001003,10,0.4515678834035126,-0.6319867602956953
train_001003,11,0.6075252590178931,-0.16066923264802557
train_001003,12,0.6405943663898961,0.33979051532718085
train_001003,13,0.6500894546152819,0.6575228165991606
train_001003,14,0.5336877253619405,0.407088533515232
train_001003,15,0.4738687560736121,0.23026046830521946
train_001003,16,0.35273905028543473,-0.6167912177774225
train_001003,17,0.21314883625555428,-0.9481530816076738
train_001003,18,0.07604386724032773,-0.7082295108872833
train_001003,19,0.0,-0.9643850497683804
train_001003,20,0.0,-0.986832226039255
train_001003,21,0.0,-0.919623825769019
train_001003,22,0.0,-0.7440377432658758
train_001003,23,0.0,-0.7519712354245498
train_001003,24,0.0,-0.28495320143228076
train_001004,1,0.0,0.26781416851339784
train_001004,2,0.0,0.758250272960389
train_001004,3,0.0,0.10238312502773012
train_001004,4,0.0,0.18607491583906158
train_001004,5,0.0,-0.38366866502154884
train_001004,6,0.0,-0.6150013430075633
train_001004,7,0.05554717478204995,-0.43510496971422546
train_001004,8,0.20477328517228732,-0.5528516493905996
train_001004,9,0.37338501881456004,-0.009405555396664649
train_001004,10,0.5574991143737905,-0.05314387947793074
train_001004,11,0.7175363981238201,-0.550315368451394
train_001004,12,0.8638335721652368,-0.6612343751448257
train_001004,13,0.8643661367203334,-0.8026642975214006
train_001004,14,0.7813637059855179,-0.32802285811821447
train_001004,15,0.6760905079233959,-0.08109936358602471
train_001004,16,0.5067293712719871,-0.2656022301621438
train_001004,17,0.3126071882617781,-0.8397752097330992
train_001004,18,0.10774133103450445,-0.9175971509281049
train_001004,19,0.0,-0.47413213922085173
train_001004,20,0.0,-0.7354414235703867
train_001004,21,0.0,-0.9202578446865253
train_001004,22,0.0,-0.5266748044300305
train_001004,23,0.0,-0.05314048748749757
train_001004,24,0.0,-0.46400821739440434
train_001005,1,0.0,-0.49523180032746505
train_001005,2,0.0,-0.41372973268473545
train_001005,3,0.0,-0.26113426777146637
train_001005,4,0.0,-0.7103194581712231
train_001005,5,0.0,0.031656454384524635
train_001005,6,0.0,0.7452802183724928
train_001005,7,0.060468488205493116,0.8171884848105762
train_001005,8,0.1988261437362035,0.25643903722527356
train_001005,9,0.37864506981328405,0.4943725365982161
train_001005,10,0.5592491294663233,-0.2041940648161513
train_001005,11,0.6795131609633701,-0.6121186921973107
train_001005,12,0.7638813321245983,-0.601320257695239
train_001005,13,0.7975077040840381,-0.0015435820446840292
train_001005,14,0.7253701479534662,-0.29376922484524703
train_001005,15,0.6424641808441443,0.200750802779136
train_001005,16,0.4929882426430023,0.5332969418224245
train_001005,17,0.30217790762308233,0.5946559955101148
train_001005,18,0.09885668165515639,0.12299989719523978
train_001005,19,0.0,0.5709092655082746
train_001005,20,0.0,-0.051475005560064985
train_001005,21,0.0,-0.9446698131786093
train_001005,22,0.0,-0.6557168051443597
train_001005,23,0.0,-0.7883984967168156
train_001005,24,0.0,-0.9022856878852362
train_001006,1,0.0,-0.608376736687231
train_001006,2,0.0,-0.8637969093974367
train_001006,3,0.0,-0.6708378741090824
train_001006,4,0.0,-0.812240961000741
train_001006,5,0.0,-0.053201075993321065
train_001006,6,0.0,-0.5139803000083887
train_001006,7,0.07230118438839758,-0.7681899151330749
train_001006,8,0.22830543914454152,-0.8622762702739429
train_001006,9,0.417625732350217,-0.7264776259258633
train_001006,10,0.6012892039880358,-0.6376253715474147
train_001006,11,0.7374501286424319,0.8291760000012491
train_001006,12,0.8601057315579438,0.8316777901700539
train_001006,13,0.9086123410631809,0.9636510277879331
train_001006,14,0.8265082702987788,0.7133420740676739
train_001006,15,0.667795743007202,0.37905950437693775
train_001006,16,0.5043374896818805,0.9235551336306079
train_001006,17,0.31441702926497184,0.4325571540643245
train_001006,18,0.10550775728075096,0.7839352314330919
train_001006,19,0.0,0.6896452987905347
train_001006,20,0.0,0.1437971085284689
train_001006,21,0.0,0.8333657189281989
train_001006,22,0.0,0.8182358872041527
train_001006,23,0.0,0.6681336290044673
train_001006,24,0.0,0.3953948609032575
train_001007,1,0.0,-0.28746653210712875
train_001007,2,0.0,-0.6938757386340457
train_001007,3,0.0,0.29226630095783585
train_001007,4,0.0,0.5561717508612425
train_001007,5,0.0,0.28634821075235045
train_001007,6,0.0,-0.4698822040595616
train_001007,7,0.07514702940975491,-0.14000865461889883
train_001007,8,0.23432471098854546,0.6395610971522664
train_001007,9,0.42270565084922695,0.8091990616213609
train_001007,10,0.6111140914084948,0.9486135920201908
train_001007,11,0.7735689467150176,0.8767814886067791
train_001007,12,0.8976884780006518,0.5992476557298025
train_001007,13,0.9449760333425887,0.3144228858014535
train_001007,14,0.8770367580469816,-0.5245046323185905
train_001007,15,0.7435787500458243,-0.05955674315736475
train_001007,16,0.5527139098158586,0.39703825487203886
train_001007,17,0.33094117358977415,0.35565885177102774
train_001007,18,0.116003898996593,0.8672456991123518
train_001007,19,0.0,0.9580970768127627
train_001007,20,0.0,0.9816418160357562
train_001007,21,0.0,0.9704676231521469
train_001007,22,0.0,0.9496156186018581
train_001007,23,0.0,0.9127847915449796
train_001007,24,0.0,0.8958002764204015
train_001008,1,0.0,-0.9310384836819526
train_001008,2,0.0,-0.7730333322351651
train_001008,3,0.0,-0.7924310935106176
train_001008,4,0.0,-0.6457135335144575
train_001008,5,0.0,-0.411113641192416
train_001008,6,0.0,-0.3586343961914921
train_001008,7,0.07077788919256942,-0.6958262473780232
train_001008,8,0.20833305906422456,-0.8975506996741414
train_001008,9,0.4219374279650952,-0.8701361656267202
train_001008,10,0.5963728235541303,-0.6364006130036219
train_001008,11,0.7062971788463854,-0.6586878803212894
train_001008,12,0.8020761175148102,-0.8535987856242471
train_001008,13,0.7982715456328482,-0.546346329740404
train_001008,14,0.7510259658308683,-0.3263939164589691
train_001008,15,0.6496419387190742,-0.488943918917653
train_001008,16,0.4952451876227153,0.3348467770072306
train_001008,17,0.30527967773566095,0.37270279720742006
train_001008,18,0.1083755470298996,-0.2992470622329629
train_001008,19,0.0,0.6227683510486999
train_001008,20,0.0,0.580606031193236
train_001008,21,0.0,-0.3684521594315192
train_001008,22,0.0,-0.2214174735461205
train_001008,23,0.0,-0.6729417875625658
train_001008,24,0.0,-0.6968033513034326
train_001009,1,0.0,-0.07177039780730773
train_001009,2,0.0,0.03383582635962729
train_001009,3,0.0,0.3289380478452965
train_001009,4,0.0,0.23933019112837156
train_001009,5,0.0,0.13055421239229062
train_001009,6,0.0,0.5443991313752234
train_001009,7,0.058532084549709,0.184639700037788
train_001009,8,0.189667772925143,-0.30072075054373226
train_001009,9,0.3197192162171806,-0.2576513713869167
train_001009,10,0.5463175729391447,0.48746738753057894
train_001009,11,0.6804532581014617,-0.0011253537352480145
train_001009,12,0.7877074828074756,0.6208612864312949
train_001009,13,0.7677174621359792,-0.3172899682811927
train_001009,14,0.711405958588318,-0.20910725782021472
train_001009,15,0.5716323874202441,-0.25128257822026445
train_001009,16,0.4426919671642679,-0.4694007143796447
train_001009,17,0.295002888875121,-0.6028830104817504
train_001009,18,0.1046483886859629,-0.5089316715077836
train_001009,19,0.0,0.2533017871346531
train_001009,20,0.0,0.341988828683894
train_001009,21,0.0,0.46139474897120386
train_001009,22,0.0,0.2963902370824958
train_001009,23,0.0,0.5173975023072079
train_001009,24,0.0,0.009889866931362743
train_001010,1,0.0,0.9493444365649519
train_001010,2,0.0,0.8824184116133884
train_001010,3,0.0,0.10143155183763211
train_001010,4,0.0,-0.3918952471090556
train_001010,5,0.0,0.14849487228741762
train_001010,6,0.0,-0.34429358764447604
train_001010,7,0.05710674568455154,0.26322508331673017
train_001010,8,0.1661796569755687,0.6263737042438553
train_001010,9,0.28401771369021406,0.5758881298574129
train_001010,10,0.44140910004416695,-0.2550838717255278
train_001010,11,0.5581971741775359,-0.5946616253929471
train_001010,12,0.5686825106699822,-0.7741558240906741
train_001010,13,0.5660561047158488,-0.6126191481743677
train_001010,14,0.4913913413581339,0.36978365598932744
train_001010,15,0.4092072114033726,0.7940050624807544
train_001010,16,0.3071320267673302,0.7211691201407466
train_001010,17,0.19357120535292288,0.03209828321011359
train_001010,18,0.07126372989431044,0.19792424846836656
train_001010,19,0.0,-0.4283031270966834
train_001010,20,0.0,0.048921153284432174
train_001010,21,0.0,0.11295403398339274
train_001010,22,0.0,0.497735452533581
train_001010,23,0.0,-0.04555705714011555
train_001010,24,0.0,0.14923995064446274
train_001011,1,0.0,-0.865251066659591
train_001011,2,0.0,-0.8879421949566626
train_001011,3,0.0,-0.6804563476062214
train_001011,4,0.0,-0.8331531174182351
train_001011,5,0.0,-0.7812127427400497
train_001011,6,0.0,-0.3785392435265624
train_001011,7,0.06068102715632795,-0.25351583195434774
train_001011,8,0.18442075668598926,0.3004627728537502
train_001011,9,0.32407690590232463,-0.38853937788806325
train_001011,10,0.48859796115281856,-0.011085867666672158
train_001011,11,0.6105402898891032,-0.44607017209782707
train_001011,12,0.6666483375929189,-0.024829986924424195
train_001011,13,0.8155225611988545,0.1727970399637162
train_001011,14,0.6684667674079988,0.39507766615943835
train_001011,15,0.5995109690578114,0.9108259711890208
train_001011,16,0.41404436057888977,0.19453728293725459
train_001011,17,0.24045685764609495,0.41542249021574007
train_001011,18,0.0804710969140851,0.4375115959772832
train_001011,19,0.0,0.3431749557402829
train_001011,20,0.0,0.8094066054705282
train_001011,21,0.0,0.8853354322178577
train_001011,22,0.0,0.22746590507535994
train_001011,23,0.0,0.5144492443823716
train_001011,24,0.0,0.6490178939825341
train_001012,1,0.0,0.012344678935944705
train_001012,2,0.0,-0.1729242902627522
train_001012,3,0.0,0.6673435929500198
train_001012,4,0.0,0.9108925257830711
train_001012,5,0.0,0.6566211960691093
train_001012,6,0.0,0.8841735958901581
train_001012,7,0.06473864074113134,0.854082955751588
train_001012,8,0.20529921299707277,0.8835989777625536
train_001012,9,0.35143563813411666,0.8295707971639877
train_001012,10,0.4933727278546767,0.46774242937197674
train_001012,11,0.6354270865761501,-0.15579539702088036
train_001012,12,0.7374985041697473,-0.13375457142090932
train_001012,13,0.8221682206487795,0.20255665814344787
train_001012,14,0.7662670137900435,0.788582929016346
train_001012,15,0.6692780870713133,0.5097834975457555
train_001012,16,0.5020371806583628,-0.3353287044708272
