id,t,pv_fraction,activation_signed
train_001401,1,0.0,0.2765880889354181
train_001401,2,0.0,0.16563937233970116
train_001401,3,0.0,-0.20462698887325925
train_001401,4,0.0,-0.1495090548261113
train_001401,5,0.0,-0.1698626203597766
train_001401,6,0.0,-0.2261992166569797
train_001401,7,0.04571734899426318,-0.13837950489622172
train_001401,8,0.11951541868456851,0.4936342199970487
train_001401,9,0.20820915173973978,0.7701110938830901
train_001401,10,0.29776742015448937,0.9123421321156637
train_001401,11,0.424407498203744,0.9453690148238394
train_001401,12,0.4889446323798032,0.920542127517167
train_001401,13,0.5052679208308365,0.6914928111309397
train_001401,14,0.4854227372861648,0.10355436076436472
train_001401,15,0.49379999183186374,0.34491615632775946
train_001401,16,0.32619403229786764,-0.20005934787670568
train_001401,17,0.22046405389731746,-0.23695599762150024
train_001401,18,0.08431243127261699,0.5979394544814718
train_001401,19,0.0,0.6549824247605447
train_001401,20,0.0,0.7160900192424285
train_001401,21,0.0,0.7495413892017311
train_001401,22,0.0,0.6666132274239145
train_001401,23,0.0,0.7006943099175477
train_001401,24,0.0,0.9711507774181369
train_001402,1,0.0,-0.01448545817113179
train_001402,2,0.0,-0.5704911557617037
train_001402,3,0.0,-0.6985415344614762
train_001402,4,0.0,-0.7988901671342529
train_001402,5,0.0,0.05910554277608021
train_001402,6,0.0,-0.0751372996972625
train_001402,7,0.07314232701996798,0.06092229401648936
train_001402,8,0.22211185300824393,0.6126639764360201
train_001402,9,0.39816195561003265,-0.27152461776101344
train_001402,10,0.5729782079606964,-0.42551242147987045
train_001402,11,0.7288114694959419,-0.1415954346304055
train_001402,12,0.8697181680874988,-0.18758940012909583
train_001402,13,0.9073621522198685,0.6693105527333546
train_001402,14,0.830114548314518,0.6574886849147128
train_001402,15,0.6920857991934458,0.6241650039504569
train_001402,16,0.5282792095859692,-0.2832253487259617
train_001402,17,0.311281758806944,0.31969937812663046
train_001402,18,0.10752332225354604,-0.26382500203445025
train_001402,19,0.0,-0.27885991559811885
train_001402,20,0.0,-0.2741980858683643
train_001402,21,0.0,0.33403214152470834
train_001402,22,0.0,0.5674843439458551
train_001402,23,0.0,0.09967798547736945
train_001402,24,0.0,-0.5405054350449248
train_001403,1,0.0,0.6509496200634216
train_001403,2,0.0,-0.4006579630932646
train_001403,3,0.0,-0.08199453907916641
