id,t,pv_fraction,activation_signed
train_001601,1,0.0,0.7388393591546141
train_001601,2,0.0,-0.48726618873904415
train_001601,3,0.0,-0.6183871760784578
train_001601,4,0.0,-0.7142866505935721
train_001601,5,0.0,-0.4949716762923988
train_001601,6,0.0,-0.05118451061837725
train_001601,7,0.045160085714630656,0.18485760049354283
train_001601,8,0.183794910160267,0.24100727405368877
train_001601,9,0.3730981992309214,0.685803091342853
train_001601,10,0.5882543295249719,0.7419000243272105
train_001601,11,0.7361902902833445,0.6904357025693788
train_001601,12,0.8619734046959037,0.22466838374164455
train_001601,13,0.8877532665931811,0.5740341469776071
train_001601,14,0.8585883499017295,0.443560374992825
train_001601,15,0.6949881646751032,0.8079592434303858
train_001601,16,0.5242249939287782,0.7336666530874936
train_001601,17,0.31678494846492417,0.9498977211614297
train_001601,18,0.10620834117069435,0.9464455613498264
train_001601,19,0.0,0.5968526614679077
train_001601,20,0.0,0.449986290285493
train_001601,21,0.0,0.5768493566459901
train_001601,22,0.0,0.3019327539941276
train_001601,23,0.0,-0.3998992120516927
train_001601,24,0.0,-0.16606320907404878
train_001602,1,0.0,0.7697435610540307
train_001602,2,0.0,0.6890355320082568
train_001602,3,0.0,0.571397072463218
train_001602,4,0.0,0.4812431157474635
train_001602,5,0.0,0.5612963883617943
train_001602,6,0.0,-0.43571064276944843
train_001602,7,0.04505061832119678,-0.6550793523528984
train_001602,8,0.1847577240080056,-0.23614570935116053
train_001602,9,0.3511151201247652,-0.79009838740532
train_001602,10,0.5537347483937788,-0.18243296466508252
train_001602,11,0.7185359847263668,-0.06179384150533903
train_001602,12,0.8175115827375016,0.059498029941869666
train_001602,13,0.8321890943738586,-0.12381266189201588
train_001602,14,0.7952818319403068,0.8428361582001953
train_001602,15,0.6622618879977651,0.8670740324441926
train_001602,16,0.5129216288571568,0.9249992287540458
train_001602,17,0.2897770253666433,0.972305444475199
train_001602,18,0.10176630064432675,0.9229434137320182
train_001602,19,0.0,0.7441417954917775
train_001602,20,0.0,0.9575189883420536
train_001602,21,0.0,0.9737101847252061
train_001602,22,0.0,0.8731273615793775
train_001602,23,0.0,0.35009800829515625
train_001602,24,0.0,0.6389161590470878
train_001603,1,0.0,0.21517035530109513
train_001603,2,0.0,0.3652164634454571
train_001603,3,0.0,0.6106606456583306
train_001603,4,0.0,-0.7739558719802854
train_001603,5,0.0,0.19052818755359588
train_001603,6,0.0,-0.3512103570028572
train_001603,7,0.039578535603064374,0.6299573662491862
train_001603,8,0.15001704185460887,0.0336819028356449
train_001603,9,0.3170375273352408,-0.5339718231598112
train_001603,10,0.5189459322210473,-0.0900379534452631
train_001603,11,0.6725682631608637,-0.7467956577511037
train_001603,12,0.768396533084729,-0.8492426337231578
train_001603,13,0.8353700456671463,-0.7619520618410003
train_001603,14,0.7913859644151713,-0.7644612929387402
train_001603,15,0.6860109825237779,-0.42605726289467133
train_001603,16,0.49233306016417844,-0.4971763342323011
train_001603,17,0.293460162368054,-0.3218425275189817
train_001603,18,0.10037997043411424,-0.37039487900514434
train_001603,19,0.0,0.03115844933117775
train_001603,20,0.0,-0.5478295650217819
train_001603,21,0.0,-0.6519295108560148
train_001603,22,0.0,-0.18285889339544778
train_001603,23,0.0,0.6825804778484663
train_001603,24,0.0,-0.3068890193533888
train_001604,1,0.0,-0.00575174403326423
train_001604,2,0.0,-0.897205405263683
train_001604,3,0.0,-0.8307176197555357
train_001604,4,0.0,-0.9552289909804217
train_001604,5,0.0,-0.31650818566623284
train_001604,6,0.0,-0.7728242231482496
train_001604,7,0.039475545910747145,-0.7049703084640399
train_001604,8,0.14523916765297334,-0.9165854602440835
train_001604,9,0.27431435117576475,-0.8165428323983283
train_001604,10,0.46818130088781146,-0.9016946089536458
train_001604,11,0.6766168409961908,-0.8138628907894763
train_001604,12,0.7673649711178789,-0.9395522192385988
train_001604,13,0.813343101598975,-0.9771262427319862
train_001604,14,0.7826986404930171,-0.8484428764585661
train_001604,15,0.6161106745918348,-0.9479185796406112
train_001604,16,0.4207657156388465,-0.8815258715789385
train_001604,17,0.24006953522787636,-0.9327101967290347
train_001604,18,0.07888604995051043,-0.72339272821229
train_001604,19,0.0,-0.8802947096307124
train_001604,20,0.0,-0.21953317824452562
train_001604,21,0.0,0.16779920520486347
train_001604,22,0.0,0.6551371973640254
train_001604,23,0.0,0.520119760910297
train_001604,24,0.0,0.44685394637729514
train_001605,1,0.0,-0.10784237434846937
train_001605,2,0.0,0.8450633725839474
train_001605,3,0.0,0.7616892447568984
train_001605,4,0.0,0.12974360001333246
train_001605,5,0.0,0.5380057386102909
train_001605,6,0.0,0.761825107352206
train_001605,7,0.03264345693621173,0.7456308261485034
train_001605,8,0.13498885334995372,0.5173678082532016
train_001605,9,0.2714761754378951,0.3022906949017484
train_001605,10,0.4369825277267076,-0.37664802257771934
train_001605,11,0.588902265109207,-0.02042377146541134
train_001605,12,0.6408906202965621,-0.2975112048046716
train_001605,13,0.7179280924724403,0.3318160791971758
train_001605,14,0.7377471563512333,0.2044875025776928
train_001605,15,0.6665337122202668,-0.5598666717201073
train_001605,16,0.4120225118190746,-0.2605262999740401
train_001605,17,0.2627053522761306,0.008956388454494086
train_001605,18,0.08845178012581088,-0.46963388101393433
train_001605,19,0.0,-0.6751125724067908
train_001605,20,0.0,-0.07998739005372583
train_001605,21,0.0,0.31884258744697264
train_001605,22,0.0,0.06824197914059527
train_001605,23,0.0,-0.22641838405530482
train_001605,24,0.0,-0.4490791828386096
train_001606,1,0.0,0.20586742387716728
train_001606,2,0.0,-0.17231591413272562
train_001606,3,0.0,0.34976071731817093
train_001606,4,0.0,0.5732574253691567
train_001606,5,0.0,-0.26256161523344407
train_001606,6,0.0,0.030982205994473766
train_001606,7,0.03977331140023121,-0.32507145085166494
train_001606,8,0.14396273341168364,-0.011511434790610781
train_001606,9,0.26482680928190877,0.6502916847172422
train_001606,10,0.4887297520784352,-0.12150516800445983
train_001606,11,0.6206968291492434,-0.5594598158177756
train_001606,12,0.6674468899301516,0.3344419411537557
train_001606,13,0.7038018398458411,0.023174778142947303
train_001606,14,0.7610137425695098,-0.22481152370240073
train_001606,15,0.6221842649616611,-0.7215413726472615
train_001606,16,0.4320359977809077,-0.5933097832081954
train_001606,17,0.256879234118754,0.35997668471441785
train_001606,18,0.09022164687414462,0.8280379502505935
train_001606,19,0.0,0.8590553889693315
train_001606,20,0.0,0.7194215819880396
train_001606,21,0.0,0.7004397065250623
train_001606,22,0.0,0.6273258333582412
train_001606,23,0.0,-0.22394822453163274
train_001606,24,0.0,-0.5435569602052222
train_001607,1,0.0,-0.8987089593232511
train_001607,2,0.0,-0.29681778474626097
train_001607,3,0.0,-0.38225397419378654
train_001607,4,0.0,-0.7518720891331931
train_001607,5,0.0,-0.24504577964061955
train_001607,6,0.0,0.7692141376382524
train_001607,7,0.04489484629461367,0.7217113813581455
train_001607,8,0.17916864208232827,0.8878691462954976
train_001607,9,0.34989876379842066,0.9719470076586179
train_001607,10,0.5671665945270341,0.856217929236425
train_001607,11,0.7124452572272764,0.5906075435571834
train_001607,12,0.8516714936758998,0.34464914501001026
train_001607,13,0.8929273157519027,0.6186278560292985
train_001607,14,0.8605080269173893,0.93225755895024
train_001607,15,0.7349249698085827,0.8991598714169152
train_001607,16,0.5635207567974092,0.7698391074759801
train_001607,17,0.3328975346326917,0.6239609277089638
train_001607,18,0.1120197106911089,0.5412267301310164
train_001607,19,0.0,0.3224389571005991
train_001607,20,0.0,-0.5700089218183699
train_001607,21,0.0,-0.10685314980573943
train_001607,22,0.0,0.15800053299402658
train_001607,23,0.0,0.5023133427753974
train_001607,24,0.0,0.4367631795356306
train_001608,1,0.0,0.7116962034154675
train_001608,2,0.0,0.6672938113747939
train_001608,3,0.0,0.2813307001980008
train_001608,4,0.0,-0.43451235752274153
train_001608,5,0.0,-0.2743165274902214
train_001608,6,0.0,-0.5988918205752503
train_001608,7,0.04213871913749377,-0.06322871109868038
train_001608,8,0.1574169878889739,0.17633688623758262
train_001608,9,0.2836205462120526,0.006476761362143417
train_001608,10,0.41958215663989623,-0.037386146134565604
train_001608,11,0.5408759594773883,0.6878399614345359
train_001608,12,0.6244672080029722,0.47499670101579217
train_001608,13,0.6182160787267977,0.5204132239733673
train_001608,14,0.5604714644524219,-0.12145363231168893
train_001608,15,0.46683706626096244,-0.16131281602168898
train_001608,16,0.3322636829951808,0.3198254218748425
train_001608,17,0.21014547806826744,0.25588394784967927
train_001608,18,0.07802358943541714,0.6695002078663277
train_001608,19,0.0,-0.6807357269180232
train_001608,20,0.0,0.5232057198270306
train_001608,21,0.0,0.7280008309526136
train_001608,22,0.0,0.6372042744784325
train_001608,23,0.0,0.8691128160795355
train_001608,24,0.0,0.12164321612939893
train_001609,1,0.0,-0.7882200790858165
train_001609,2,0.0,-0.5006932254071237
train_001609,3,0.0,-0.230777966759535
train_001609,4,0.0,-0.5882545606830853
train_001609,5,0.0,-0.6919890434102907
train_001609,6,0.0,-0.10370494851106135
train_001609,7,0.04735383251843012,-0.3306119547002978
train_001609,8,0.18502914018783378,-0.24874726839000746
